state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size
Oregon,Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,Offer2,Agent,Car,Medsize
California,No,Basic,Bachelor,Employed,F,Urban,Married,Special Auto,Offer3,Branch,SUV,Large
Oregon,No,Extended,High School or Below,Other,F,Suburban,Married,Personal Auto,Offer1,Call Center,Car,Medsize
California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,Car,Small
Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Small
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer3,Agent,Car,Small
California,No,Basic,Bachelor,Employed,M,Urban,Divorced,Corporate Auto,Offer1,Call Center,SUV,Medsize
Arizona,No,Extended,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Offer1,Agent,Car,Small
California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Car,Small
Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer2,Call Center,Car,Small
Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,Car,Large
Oregon,No,Basic,Bachelor,Other,F,Suburban,Single,Personal Auto,Offer1,Call Center,Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Car,Small
Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer2,Call Center,Car,Medsize
Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,Offer2,Call Center,Car,Medsize
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer3,Web,Car,Small
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Car,Small
Oregon,No,Basic,Higher Degree,Employed,F,Suburban,Married,Personal Auto,Offer3,Branch,Car,Medsize
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,Offer2,Branch,Car,Small
Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Offer2,Web,Car,Medsize
Arizona,No,Basic,High School or Below,Other,M,Suburban,Divorced,Personal Auto,Offer2,Agent,SUV,Medsize
California,No,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Offer4,Branch,Car,Large
California,No,Basic,High School or Below,Other,M,Suburban,Single,Personal Auto,Offer1,Branch,Car,Medsize
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Branch,Car,Small
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer3,Web,Car,Medsize
Oregon,Yes,Extended,College,Unemployed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Car,Medsize
Oregon,Yes,Basic,Higher Degree,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Branch,SUV,Medsize
Oregon,Yes,Premium,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer1,Agent,Car,Medsize
California,No,Basic,College,Other,F,Suburban,Married,Personal Auto,Offer1,Agent,Car,Medsize
Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Offer2,Web,Car,Medsize
Arizona,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer4,Web,SUV,Small
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer3,Branch,SUV,Small
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer3,Agent,Car,Medsize
Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer3,Agent,SUV,Small
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer4,Agent,Car,Small
Oregon,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Car,Medsize
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Web,SUV,Medsize
California,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Offer1,Call Center,Car,Medsize
Oregon,No,Basic,College,Employed,F,Rural,Divorced,Corporate Auto,Offer1,Branch,Car,Medsize
Arizona,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer2,Call Center,Car,Medsize
Washington,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Car,Medsize
Arizona,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer3,Branch,Car,Medsize
Washington,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,SUV,Medsize
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Car,Medsize
Arizona,No,Extended,High School or Below,Other,M,Suburban,Married,Personal Auto,Offer1,Call Center,Car,Medsize
Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,Car,Medsize
California,Yes,Basic,High School or Below,Other,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Car,Medsize
Arizona,No,Basic,Higher Degree,Employed,M,Urban,Divorced,Personal Auto,Offer4,Branch,Car,Medsize
California,Yes,Basic,Bachelor,Other,F,Suburban,Divorced,Personal Auto,Offer1,Web,Car,Medsize
Oregon,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Offer3,Web,SUV,Medsize
Washington,No,Premium,Higher Degree,Unemployed,M,Suburban,Divorced,Personal Auto,Offer3,Branch,Car,Medsize
Oregon,No,Extended,College,Employed,M,Rural,Married,Special Auto,Offer3,Branch,SUV,Medsize
Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer1,Web,Car,Small
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer3,Branch,Car,Medsize
Washington,No,Premium,Bachelor,Employed,F,Urban,Single,Personal Auto,Offer1,Branch,Car,Medsize
Nevada,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,Car,Medsize
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Medsize
California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Car,Medsize
Arizona,No,Premium,Higher Degree,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Car,Medsize
California,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Car,Medsize
Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Car,Medsize
California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,Car,Medsize
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Car,Small
Oregon,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer4,Agent,Car,Medsize
California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Web,Car,Small
California,No,Basic,Higher Degree,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Call Center,Car,Medsize
Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Call Center,Car,Medsize
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Special Auto,Offer1,Agent,SUV,Large
Oregon,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,Offer2,Web,Car,Medsize
Arizona,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,Car,Large
Arizona,No,Basic,Higher Degree,Unemployed,F,Suburban,Divorced,Personal Auto,Offer4,Agent,Car,Small
Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Special Auto,Offer1,Call Center,SUV,Medsize
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Medsize
Oregon,No,Basic,College,Employed,M,Suburban,Divorced,Corporate Auto,Offer4,Call Center,Car,Medsize
California,No,Basic,Higher Degree,Employed,M,Rural,Married,Personal Auto,Offer1,Web,Car,Medsize
California,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Car,Large
California,No,Basic,High School or Below,Employed,F,Urban,Married,Special Auto,Offer1,Web,Car,Medsize
Washington,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Offer3,Web,Car,Large
Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Offer2,Web,Car,Medsize
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer3,Agent,Car,Small
California,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,SUV,Small
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize
California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize
Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Large
Oregon,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate Auto,Offer1,Agent,Car,Large
Oregon,Yes,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Car,Small
Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Offer1,Branch,SUV,Medsize
Arizona,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer2,Branch,Car,Small
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Car,Medsize
Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Special Auto,Offer2,Agent,Car,Medsize
Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Car,Medsize
California,No,Premium,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,Offer3,Branch,Car,Medsize
Washington,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer3,Call Center,SUV,Small
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Branch,Car,Large
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer3,Agent,Car,Medsize
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer4,Agent,Car,Medsize
Oregon,No,Basic,High School or Below,Other,F,Rural,Divorced,Corporate Auto,Offer1,Call Center,Car,Medsize
California,No,Basic,High School or Below,Other,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,SUV,Medsize
California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer2,Agent,Car,Medsize
California,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Car,Medsize
Nevada,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Car,Small
Arizona,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer4,Call Center,Car,Medsize
Oregon,No,Basic,Higher Degree,Employed,M,Urban,Divorced,Personal Auto,Offer1,Agent,Car,Medsize
Washington,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Small
California,No,Basic,College,Other,F,Suburban,Married,Corporate Auto,Offer2,Web,Car,Small
Nevada,No,Extended,Bachelor,Employed,M,Rural,Single,Personal Auto,Offer1,Agent,Car,Medsize
Washington,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Web,Car,Large
California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Car,Small
Arizona,No,Extended,Higher Degree,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Car,Medsize
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer1,Agent,Car,Large
Oregon,No,Basic,Bachelor,Unemployed,F,Urban,Married,Personal Auto,Offer2,Web,Car,Medsize
Oregon,No,Extended,Higher Degree,Employed,F,Suburban,Married,Personal Auto,Offer4,Branch,Car,Medsize
California,No,Extended,College,Employed,F,Rural,Single,Personal Auto,Offer4,Agent,Car,Medsize
Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Car,Medsize
Oregon,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Car,Small
Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Medsize
Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer1,Web,Car,Medsize
Washington,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer1,Agent,Car,Medsize
Nevada,Yes,Extended,Higher Degree,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Car,Medsize
Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
Oregon,Yes,Extended,College,Employed,M,Suburban,Single,Corporate Auto,Offer2,Branch,Car,Medsize
Nevada,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,Offer1,Web,SUV,Medsize
California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,Car,Medsize
California,No,Extended,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Offer1,Web,Car,Medsize
Washington,No,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,Offer1,Agent,Car,Large
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Car,Small
California,No,Basic,Higher Degree,Employed,M,Rural,Married,Personal Auto,Offer3,Web,Car,Large
Oregon,Yes,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer3,Agent,Car,Medsize
California,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Offer1,Branch,Car,Medsize
Nevada,No,Extended,College,Employed,M,Suburban,Married,Special Auto,Offer4,Agent,Car,Large
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Branch,Car,Medsize
Oregon,No,Extended,Higher Degree,Employed,M,Rural,Divorced,Personal Auto,Offer4,Web,Car,Medsize
Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Corporate Auto,Offer4,Call Center,Car,Medsize
California,No,Basic,Higher Degree,Employed,M,Rural,Married,Personal Auto,Offer2,Call Center,Car,Medsize
Oregon,Yes,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer3,Agent,Car,Medsize
Oregon,Yes,Extended,College,Other,M,Suburban,Single,Personal Auto,Offer1,Agent,Car,Medsize
Oregon,No,Basic,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Offer1,Branch,Car,Medsize
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Car,Medsize
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Agent,Car,Small
Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer4,Web,Car,Medsize
Nevada,No,Basic,Bachelor,Other,M,Suburban,Married,Personal Auto,Offer1,Web,Car,Small
Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Web,Car,Small
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Car,Medsize
California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Car,Medsize
Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Car,Medsize
Arizona,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer3,Agent,Car,Medsize
Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Offer3,Call Center,Car,Medsize
Washington,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Offer2,Web,Car,Large
Nevada,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer4,Agent,Car,Medsize
Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Car,Medsize
Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Small
Washington,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Car,Medsize
California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Web,Car,Medsize
Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Car,Medsize
California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Call Center,SUV,Medsize
Arizona,No,Premium,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer2,Branch,SUV,Medsize
Oregon,No,Basic,Higher Degree,Employed,M,Urban,Divorced,Personal Auto,Offer4,Agent,Car,Medsize
Oregon,Yes,Extended,Higher Degree,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,SUV,Medsize
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,Car,Medsize
California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Offer4,Web,Car,Medsize
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Car,Medsize
California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Car,Medsize
California,Yes,Basic,College,Other,F,Suburban,Single,Personal Auto,Offer2,Web,Car,Large
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,Car,Medsize
Washington,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,SUV,Large
Arizona,Yes,Extended,College,Employed,M,Urban,Divorced,Corporate Auto,Offer2,Call Center,Car,Medsize
Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer2,Call Center,Car,Medsize
Arizona,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Offer1,Branch,Car,Small
Oregon,No,Extended,Higher Degree,Employed,F,Suburban,Married,Corporate Auto,Offer4,Web,Car,Large
Arizona,No,Extended,Higher Degree,Other,F,Suburban,Married,Special Auto,Offer1,Branch,SUV,Small
California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,Car,Medsize
Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Car,Medsize
California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Call Center,Car,Small
Arizona,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Car,Medsize
California,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Car,Small
Arizona,No,Basic,Higher Degree,Employed,F,Urban,Divorced,Corporate Auto,Offer2,Call Center,Car,Medsize
Washington,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer3,Call Center,Car,Medsize
California,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,Offer1,Agent,Car,Medsize
Nevada,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,SUV,Small
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer3,Web,Car,Medsize
Arizona,No,Basic,Higher Degree,Employed,F,Urban,Divorced,Personal Auto,Offer3,Agent,Car,Medsize
California,No,Basic,Higher Degree,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,SUV,Medsize
Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,Car,Medsize
Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Web,Car,Small
Arizona,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,Car,Medsize
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Branch,Car,Medsize
Arizona,No,Basic,Higher Degree,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Car,Medsize
California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,Car,Medsize
California,No,Extended,High School or Below,Employed,M,Urban,Divorced,Corporate Auto,Offer3,Agent,Car,Medsize
Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer2,Web,Car,Medsize
California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Car,Large
California,Yes,Extended,Higher Degree,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Agent,Car,Medsize
Washington,No,Basic,Higher Degree,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Car,Medsize
Washington,Yes,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Offer2,Agent,Car,Large
